Year,Value,Unit,Country,Sector,Source,Scenario,DataType,Method,Notes
2042,279.2,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2043,268.8,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2044,258.4,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2045,248,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2046,237.6,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2047,227.2,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2048,216.79999999999998,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2049,206.4,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2050,196,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2000,8.55,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2001,8.9,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2002,12.33,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2003,15.38,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2004,18.81,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2005,24.09,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2006,25.96,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2007,28.16,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2008,29.93,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2009,33.22,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2010,41.34,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2011,41.16,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2012,42.54,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2013,46.22,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2014,56.67,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2015,78.34,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2016,87.64,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2017,83.84,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2018,104.89,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2019,131.23,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2020,128.97,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2021,120.51,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2022,110.15,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2023,130.79,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2024,147.58,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Historical,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2025,151.31666666666666,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2026,155.05333333333334,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2027,158.79000000000002,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2028,162.52666666666667,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2029,166.26333333333332,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2030,170,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Target,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2031,162.85,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2032,155.7,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2033,148.55,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2034,141.4,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2035,134.25,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2036,127.1,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2037,119.94999999999999,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2038,112.8,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2039,105.64999999999999,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2040,98.5,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2041,91.35,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2042,84.19999999999999,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2043,77.05,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2044,69.89999999999999,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2045,62.75,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2046,55.599999999999994,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2047,48.44999999999999,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2048,41.29999999999998,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2049,34.150000000000006,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Projected,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
2050,27,MtCO2,Viet Nam,Power sector,PDP8-compatible pathway,PDP8,Target,"Linear path from the latest EMBER observation to the 2030 PDP8 target, then linearly to the 2050 PDP8 target.",PDP8 targets: 2030 = 170 MtCO2; 2050 = 27 MtCO2.
